file_path,emotion,actor
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-01-02-01-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-01-02-02-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-02-01-01-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-02-01-02-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-02-02-01-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-02-02-02-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-01-01-01-01-11.wav,1,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-01-01-01-02-11.wav,1,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-01-01-02-01-11.wav,1,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-01-01-02-02-11.wav,1,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-01-01-01-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-01-01-02-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-01-02-01-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-01-02-02-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-02-01-01-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-02-01-02-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-02-02-01-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-02-02-02-02-11.wav,2,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-01-01-01-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-01-01-02-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-01-02-01-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-01-02-02-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-02-01-01-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-02-01-02-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-02-02-01-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-03-02-02-02-11.wav,3,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-01-01-01-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-01-01-02-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-01-02-01-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-01-02-02-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-02-01-01-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-02-01-02-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-02-02-01-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-04-02-02-02-11.wav,4,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-01-01-01-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-01-01-02-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-01-02-01-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-01-02-02-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-02-01-01-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-02-01-02-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-02-02-01-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-05-02-02-02-11.wav,5,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-01-01-01-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-01-01-02-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-01-02-01-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-01-02-02-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-02-01-01-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-02-01-02-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-02-02-01-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-06-02-02-02-11.wav,6,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-01-01-01-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-01-01-02-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-01-02-01-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-01-02-02-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-02-01-01-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-02-01-02-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-02-02-01-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-07-02-02-02-11.wav,7,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-01-01-01-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-01-01-02-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-01-02-01-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-01-02-02-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-02-01-01-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-02-01-02-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-02-02-01-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_11\03-01-08-02-02-02-11.wav,8,11
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-01-01-01-01-12.wav,1,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-01-01-01-02-12.wav,1,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-01-01-02-01-12.wav,1,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-01-01-02-02-12.wav,1,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-01-01-01-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-01-01-02-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-01-02-01-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-01-02-02-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-02-01-01-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-02-01-02-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-02-02-01-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-02-02-02-02-12.wav,2,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-01-01-01-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-01-01-02-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-01-02-01-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-01-02-02-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-02-01-01-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-02-01-02-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-02-02-01-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-03-02-02-02-12.wav,3,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-01-01-01-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-01-01-02-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-01-02-01-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-01-02-02-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-02-01-01-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-02-01-02-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-02-02-01-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-04-02-02-02-12.wav,4,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-01-01-01-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-01-01-02-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-01-02-01-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-02-01-01-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-02-02-01-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-05-02-02-02-12.wav,5,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-01-01-01-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-01-01-02-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-01-02-01-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-01-02-02-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-02-01-01-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-02-01-02-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-02-02-01-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,6,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-01-01-01-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-01-01-02-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-01-02-01-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-01-02-02-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-02-01-01-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-02-01-02-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-02-02-01-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-07-02-02-02-12.wav,7,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-01-01-01-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-01-01-02-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-01-02-01-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-01-02-02-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-02-01-01-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-02-01-02-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-02-02-01-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_12\03-01-08-02-02-02-12.wav,8,12
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-01-01-01-01-13.wav,1,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-01-01-01-02-13.wav,1,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-01-01-02-01-13.wav,1,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-01-01-02-02-13.wav,1,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-01-01-01-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-01-01-02-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-01-02-01-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-01-02-02-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-02-01-01-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-02-01-02-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-02-02-01-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-02-02-02-02-13.wav,2,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-01-01-01-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-01-01-02-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-01-02-01-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-01-02-02-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-02-01-01-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-02-01-02-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-02-02-01-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-03-02-02-02-13.wav,3,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-01-01-01-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-01-01-02-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-01-02-01-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-01-02-02-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-02-01-01-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-02-01-02-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-02-02-01-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-04-02-02-02-13.wav,4,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-01-01-01-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-01-01-02-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-01-02-01-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-01-02-02-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-02-01-01-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-02-01-02-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-02-02-01-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-05-02-02-02-13.wav,5,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-01-01-01-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-01-01-02-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-01-02-01-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-01-02-02-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-02-01-01-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-02-01-02-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-02-02-01-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-06-02-02-02-13.wav,6,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-01-01-01-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-01-01-02-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-01-02-01-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-01-02-02-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-02-01-01-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-02-01-02-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-02-02-01-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-07-02-02-02-13.wav,7,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-01-01-01-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-01-01-02-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-01-02-01-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-01-02-02-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-02-01-01-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-02-01-02-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-02-02-01-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_13\03-01-08-02-02-02-13.wav,8,13
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-01-01-01-01-14.wav,1,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-01-01-01-02-14.wav,1,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-01-01-02-01-14.wav,1,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-01-01-02-02-14.wav,1,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-01-01-01-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-01-01-02-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-01-02-01-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-01-02-02-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-02-01-01-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-02-01-02-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-02-02-01-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-02-02-02-02-14.wav,2,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-01-01-01-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-01-01-02-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-01-02-01-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-01-02-02-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-02-01-01-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-02-01-02-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-02-02-01-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-03-02-02-02-14.wav,3,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-01-01-01-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-01-01-02-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-01-02-01-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-01-02-02-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-02-01-01-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-02-01-02-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-02-02-01-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-04-02-02-02-14.wav,4,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-01-01-01-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-01-01-02-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-01-02-01-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-01-02-02-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-02-01-01-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-02-01-02-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-02-02-01-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-05-02-02-02-14.wav,5,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-01-01-01-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-01-01-02-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-01-02-01-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-01-02-02-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-02-01-01-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-02-01-02-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-02-02-01-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-06-02-02-02-14.wav,6,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-01-01-01-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-01-01-02-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-01-02-01-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-01-02-02-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-02-01-01-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-02-01-02-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-02-02-01-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-07-02-02-02-14.wav,7,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-01-01-01-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-01-01-02-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-01-02-01-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-01-02-02-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-02-01-01-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-02-01-02-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-02-02-01-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_14\03-01-08-02-02-02-14.wav,8,14
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-01-01-01-01-15.wav,1,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-01-01-01-02-15.wav,1,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-01-01-02-01-15.wav,1,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-01-01-02-02-15.wav,1,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-01-01-01-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-01-01-02-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-01-02-01-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-01-02-02-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-02-01-01-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-02-01-02-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-02-02-01-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-02-02-02-02-15.wav,2,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-01-01-01-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-01-01-02-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-01-02-01-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-01-02-02-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-02-01-01-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-02-01-02-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-02-02-01-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-03-02-02-02-15.wav,3,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-01-01-01-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-01-01-02-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-01-02-01-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-01-02-02-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-02-01-01-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-02-01-02-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-02-02-01-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-04-02-02-02-15.wav,4,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-01-01-01-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-01-01-02-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-01-02-01-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-01-02-02-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-02-01-01-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-02-01-02-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-02-02-01-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-05-02-02-02-15.wav,5,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-01-01-01-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-01-01-02-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-01-02-01-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-01-02-02-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-02-01-01-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-02-01-02-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-02-02-01-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-06-02-02-02-15.wav,6,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-01-01-01-15.wav,7,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-01-01-02-15.wav,7,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-01-02-01-15.wav,7,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-01-02-02-15.wav,7,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-02-01-01-15.wav,7,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-02-01-02-15.wav,7,15
audio/datasets/audio_speech_actors_01-24\Actor_15\03-01-07-02-02-01-15.wav,7,15
